text,polarity,stem
καραγκιοζιλίκια,-1,ΚΑΡΑΓΚΙΟΖΙΛΙΚΙ
καραγκιοζιλίδικος,-1,ΚΑΡΑΓΚΙΟΖΙΛΙΔΙΚ
καραγκιόζικος,-1,ΚΑΡΑΓΚΙΟΖΙΚ
καραγκιόζης,-1,ΚΑΡΑΓΚΙΟΖ
καραγκιοζάκος,-1,ΚΑΡΑΓΚΙΟΖΑΚ
καραγιαπί,-1,ΚΑΡΑΓΙΑΠ
καραβόσκυλος,-1,ΚΑΡΑΒΟΣΚΥΛ
καραβανσεράι,-1,ΚΑΡΑΒΑΝΣΕΡ
καραβανσαράι,-1,ΚΑΡΑΒΑΝΣΑΡ
καραβανάς,-1,ΚΑΡΑΒΑΝ
καπούλι,-1,ΚΑΠΟΥΛ
καπότες,-1,ΚΑΠΟΤ
καπνικαρέα,-1,ΚΑΠΝΙΚΑΡΕ
καπηλεύονται,-1,ΚΑΠΗΛΕΥΟΝΤ
καπηλεία,-1,ΚΑΠΗΛΕΙ
καπελαδούρα,-1,ΚΑΠΕΛΑΔΟΥΡ
καούρα,-1,ΚΑΟΥΡ
κανονίζω,-1,ΚΑΝΟΝΙΖ
κανονιέρης,-1,ΚΑΝΟΝΙΕΡ
κανίβαλος,-1,ΚΑΝΙΒΑΛ
κανάγιας,-1,ΚΑΝΑΓΙ
καμπαρετζής,-1,ΚΑΜΠΑΡΕΤΖ
καμήλα,-1,ΚΑΜΗΛ
καμαρίλα,-1,ΚΑΜΑΡΙΛ
καμακώνω,-1,ΚΑΜΑΚΩΝ
καμάκι,-1,ΚΑΜΑΚ
καλύβι,-1,ΚΑΛΥΒ
καλυβάκι,-1,ΚΑΛΥΒΑΚ
καλοπερνώ,-1,ΚΑΛΟΠΕΡΝ
καλοπερασάκιας,-1,ΚΑΛΟΠΕΡΑΣΑΚΙ
καλομαθαίνω,-1,ΚΑΛΟΜΑΘΑΙΝ
καλόγερος,-1,ΚΑΛΟΓΕΡ
καλογερεύω,-1,ΚΑΛΟΓΕΡΕΥ
καλαμπαλίκι,-1,ΚΑΛΑΜΠΑΛΙΚ
καλαμοπόδαρος,-1,ΚΑΛΑΜΟΠΟΔΑΡ
καλαμοκάνης,-1,ΚΑΛΑΜΟΚΑΝ
κακουχία,-1,ΚΑΚΟΥΧΙ
κακοσμία,-1,ΚΑΚΟΣΜΙ
κακός,-1,ΚΑΚ
κακορίζικος,-1,ΚΑΚΟΡΙΖΙΚ
κακόκαρδος,-1,ΚΑΚΟΚΑΡΔ
κακόηχος,-1,ΚΑΚΟΗΧ
κακοδιαχείρηση,-1,ΚΑΚΟΔΙΑΧΕΙΡΗΣ
καιροσκοπισμό,-1,ΚΑΙΡΟΣΚΟΠΙΣΜ
καθωσπρέπει,-1,ΚΑΘΩΣΠΡΕΠ
καθοδηγητής,-1,ΚΑΘΟΔΗΓΗΤ
καθηκοντολογία,-1,ΚΑΘΗΚΟΝΤΟΛΟΓΙ
καθηγητιλίκι,-1,ΚΑΘΗΓΗΤΙΛΙΚ
καθάρματα,-1,ΚΑΘΑΡΜΑΤ
κάθαρμα,-1,ΚΑΘΑΡΜ
κάγκουρας,-1,ΚΑΓΚΟΥΡ
καβάλα,-1,ΚΑΒΑΛ
ισόβιος,-1,ΙΣΟΒΙ
ιπποπόταμος,-1,ΙΠΠΟΠΟΤΑΜ
ιντελιγκέντσια,-1,ΙΝΤΕΛΙΓΚΕΝΤΣΙ
ινστρούχτορας,-1,ΙΝΣΤΡΟΥΧΤΟΡ
ιμιτασιόν,-1,ΙΜΙΤΑΣΙ
ίλιγγος,-1,ΙΛΙΓΓ
ιερογλυφικός,-1,ΙΕΡΟΓΛΥΦΙΚ
ιερατείο,-1,ΙΕΡΑΤΕΙ
ιδού,-1,ΙΔ
ιδιοτέλεια,-1,ΙΔΙΟΤΕΛΕΙ
ιδεοληψία,-1,ΙΔΕΟΛΗΨΙ
θυμωμένος,-1,ΘΥΜΩΜΕΝ
θυμικό,-1,ΘΥΜΙΚ
θρίλερ,-1,ΘΡΙΛΕΡ
θρησκευτικός,-1,ΘΡΗΣΚΕΥΤΙΚ
θρασύδειλος,-1,ΘΡΑΣΥΔΕΙΛ
θράσσος,-1,ΘΡΑΣΣ
θράσος,-1,ΘΡΑΣ
θρασίμι,-1,ΘΡΑΣΙΜ
θόρυβος,-1,ΘΟΡΥΒ
θολός,-1,ΘΟΛ
θλίψη,-1,ΘΛΙΨ
θλιμμένος,-1,ΘΛΙΜΜΕΝ
θλιβερός,-1,ΘΛΙΒΕΡ
θηρίο,-1,ΘΗΡΙ
θηλυκός,-1,ΘΗΛΥΚ
θεωρητικολογία,-1,ΘΕΩΡΗΤΙΚΟΛΟΓΙ
θερμοκέφαλος,-1,ΘΕΡΜΟΚΕΦΑΛ
θερμόαιμος,-1,ΘΕΡΜΟΑΙΜ
θεράποντας,-1,ΘΕΡΑΠΟΝΤ
θεούσα,-1,ΘΕΟΥΣ
θείτσα,-1,ΘΕΙΤΣ
θεια,-1,ΘΕΙ
ηλίθια,-1,ΗΛΙΘΙ
ηδονικός,-1,ΗΔΟΝΙΚ
ηδονίζομαι,-1,ΗΔΟΝΙΖΟΜ
ζώο,-1,ζώο
ζώνω,-1,ΖΩΝ
ζώα,-1,ζώα
ζούρλα,-1,ΖΟΥΡΛ
ζουμπάς,-1,ΖΟΥΜΠ
ζουμί,-1,ΖΟΥΜ
ζούδι,-1,ΖΟΥΔ
ζηλώ,-1,ΖΗΛ
ζήλια,-1,ΖΗΛΙ
ζηλεύω,-1,ΖΗΛΕΥ
ζερβοκουτάλα,-1,ΖΕΡΒΟΚΟΥΤΑΛ
ζεματώ,-1,ΖΕΜΑΤ
ζάλη,-1,ΖΑΛ
ζαλάδα,-1,ΖΑΛΑΔ
εχθρότητα,-1,ΕΧΘΡΟΤΗΤ
εχθρεύομαι,-1,ΕΧΘΡΕΥΟΜ
εφιάλτης,-1,ΕΦΙΑΛΤ
εφετζίδικος,-1,ΕΦΕΤΖΙΔΙΚ
ευτράπελος,-1,ΕΥΤΡΑΠΕΛ
ευνούχος,-1,ΕΥΝΟΥΧ
ευνουχισμός,-1,ΕΥΝΟΥΧΙΣΜ
εύκολος,-1,ΕΥΚΟΛ
ευκολία,-1,ΕΥΚΟΛΙ
ευκαιριακός,-1,ΕΥΚΑΙΡΙΑΚ
ευαισθησία,-1,ΕΥΑΙΣΘΗΣΙ
ετοιματζίδικος,-1,ΕΤΟΙΜΑΤΖΙΔΙΚ
ετερόκλητος,-1,ΕΤΕΡΟΚΛΗΤ
εσωστρέφεια,-1,ΕΣΩΣΤΡΕΦΕΙ
ερπετό,-1,ΕΡΠΕΤ
έρμος,-1,ΕΡΜ
ερίφης,-1,ΕΡΙΦ
έρημος,-1,ΕΡΗΜ
ερεθισμός,-1,ΕΡΕΘΙΣΜ
εργατοπατέρας,-1,ΕΡΓΑΤΟΠΑΤΕΡ
εραστής,-1,ΕΡΑΣΤ
επώδυνος,-1,ΕΠΩΔΥΝ
εποχούμενος,-1,ΕΠΟΧΟΥΜΕΝ
επιφυλακτικός,-1,ΕΠΙΦΥΛΑΚΤΙΚ
επιπόλαιος,-1,ΕΠΙΠΟΛΑΙ
επικίνδυνοι,-1,ΕΠΙΚΙΝΔΥΝ
επιθετικότητα,-1,ΕΠΙΘΕΤΙΚΟΤΗΤ
επιθετική,-1,ΕΠΙΘΕΤΙΚ
επίθεση,-1,ΕΠΙΘΕΣ
επιδρομέας,-1,ΕΠΙΔΡΟΜΕ
επιδερμικός,-1,ΕΠΙΔΕΡΜΙΚ
επιβήτορας,-1,ΕΠΙΒΗΤΟΡ
επεισοδιακός,-1,ΕΠΕΙΣΟΔΙΑΚ
εξώλης,-1,ΕΞΩΛ
εξυπνούτσικος,-1,ΕΞΥΠΝΟΥΤΣΙΚ
εξυπνούλικα,-1,ΕΞΥΠΝΟΥΛΙΚ
εξυπνούλης,-1,ΕΞΥΠΝΟΥΛ
εξυπνακίστικος,-1,ΕΞΥΠΝΑΚΙΣΤΙΚ
εξυπνάκιας,-1,ΕΞΥΠΝΑΚΙ
εξηνταβελόνης,-1,ΕΞΗΝΤΑΒΕΛΟΝ
έξαψη,-1,ΕΞΑΨ
εξάρτηση,-1,ΕΞΑΡΤΗΣ
έξαρση,-1,ΕΞΑΡΣ
έξαλλος,-1,ΕΞΑΛΛ
εξάλειψη,-1,ΕΞΑΛΕΙΨ
έντονος,-1,ΕΝΤΟΝ
ένταση,-1,ΕΝΤΑΣ
ενσπείρω,-1,ΕΝΣΠΕΙΡ
ενόχληση,-1,ΕΝΟΧΛΗΣ
ενόχλημα,-1,ΕΝΟΧΛΗΜ
ενοχή,-1,ΕΝΟΧ
ενδοστρέφεια,-1,ΕΝΔΟΣΤΡΕΦΕΙ
εμπρηστική,-1,ΕΜΠΡΗΣΤΙΚ
εμπρησμό,-1,ΕΜΠΡΗΣΜ
εμπαθής,-1,ΕΜΠΑΘ
εμπάθεια,-1,ΕΜΠΑΘΕΙ
εμμονικό,-1,ΕΜΜΟΝΙΚ
εμετός,-1,ΕΜΕΤ
εμετολογία,-1,ΕΜΕΤΟΛΟΓΙ
εμετικός,-1,ΕΜΕΤΙΚ
εμβρόντητος,-1,ΕΜΒΡΟΝΤΗΤ
έλλειμα,-1,ΕΛΛΕΙΜ
ελίτ,-1,ΕΛΙΤ
έλεος,-1,ΕΛΕ
ελεημοσύνη,-1,ΕΛΕΗΜΟΣΥΝ
εκτεθειμένος,-1,ΕΚΤΕΘΕΙΜΕΝ
έκρηξη,-1,ΕΚΡΗΞ
εκρήγνυμαι,-1,ΕΚΡΗΓΝΥΜ
εκλιπών,-1,ΕΚΛΙΠ
εκβιασμούς,-1,ΕΚΒΙΑΣΜ
εκατοχρονίτικος,-1,ΕΚΑΤΟΧΡΟΝΙΤΙΚ
ειρωνεύομαι,-1,ΕΙΡΩΝΕΥΟΜ
ειρωνεία,-1,ΕΙΡΩΝΕΙ
είρωνας,-1,ΕΙΡΩΝ
ειδεχθής,-1,ΕΙΔΕΧΘ
εθνοπατριωτικές,-1,ΕΘΝΟΠΑΤΡΙΩΤΙΚ
εδέησα,-1,ΕΔΕΗΣ
εγωιστής,-1,ΕΓΩΙΣΤ
εγωίσταρος,-1,ΕΓΩΙΣΤΑΡ
εγκληματικής,-1,ΕΓΚΛΗΜΑΤΙΚ
εγκέφαλος,-1,ΕΓΚΕΦΑΛ
εγκεφαλικός,-1,ΕΓΚΕΦΑΛΙΚ
έβριζε,-1,ΕΒΡΙΖ
εβραίος,-1,ΕΒΡΑΙ
εβραϊκός,-1,ΕΒΡΑΪΚ
δώμα,-1,ΔΩΜ
δυσφορία,-1,ΔΥΣΦΟΡΙ
δυστυχισμένος,-1,ΔΥΣΤΥΧΙΣΜΕΝ
δύσπιστος,-1,ΔΥΣΠΙΣΤ
δύσπεπτος,-1,ΔΥΣΠΕΠΤ
δυσθυμία,-1,ΔΥΣΘΥΜΙ
δυσαρέσκεια,-1,ΔΥΣΑΡΕΣΚΕΙ
δυσαισθησία,-1,ΔΥΣΑΙΣΘΗΣΙ
δραχμολάγνοι,-1,ΔΡΑΧΜΟΛΑΓΝ
δράστης,-1,ΔΡΑΣΤ
δραπετεύω,-1,ΔΡΑΠΕΤΕΥ
δουλικό,-1,ΔΟΥΛΙΚ
δουλάκι,-1,ΔΟΥΛΑΚ
δούλα,-1,ΔΟΥΛ
δοτός,-1,ΔΟΤ
δοσοληψία,-1,ΔΟΣΟΛΗΨΙ
δορυφόρος,-1,ΔΟΡΥΦΟΡ
δονκιχωτικός,-1,ΔΟΝΚΙΧΩΤΙΚ
δονκιχοτισμός,-1,ΔΟΝΚΙΧΟΤΙΣΜ
δονκιχοτικός,-1,ΔΟΝΚΙΧΟΤΙΚ
δολοφόνος,-1,ΔΟΛΟΦΟΝ
δολοπλόκος,-1,ΔΟΛΟΠΛΟΚ
δόλιος,-1,ΔΟΛΙ
δοκησίσοφος,-1,ΔΟΚΗΣΙΣΟΦ
δοκησισοφία,-1,ΔΟΚΗΣΙΣΟΦΙ
δογματικός,-1,ΔΟΓΜΑΤΙΚ
δόγμα,-1,ΔΟΓΜ
διψαλέος,-1,ΔΙΨΑΛΕ
διπλωματικός,-1,ΔΙΠΛΩΜΑΤΙΚ
διπλωμάτης,-1,ΔΙΠΛΩΜΑΤ
διπλάρωμα,-1,ΔΙΠΛΑΡΩΜ
διοπτροφόρος,-1,ΔΙΟΠΤΡΟΦΟΡ
δικολάβος,-1,ΔΙΚΟΛΑΒ
διεφθαρμένος,-1,ΔΙΕΦΘΑΡΜΕΝ
διευθυντήριο,-1,ΔΙΕΥΘΥΝΤΗΡΙ
διαφθοράς,-1,ΔΙΑΦΘΟΡ
διαφημιστικός,-1,ΔΙΑΦΗΜΙΣΤΙΚ
διαφημιστής,-1,ΔΙΑΦΗΜΙΣΤ
διασυρμός,-1,ΔΙΑΣΥΡΜ
διαστροφή,-1,ΔΙΑΣΤΡΟΦ
διαστρέφω,-1,ΔΙΑΣΤΡΕΦ
διασπείρω,-1,ΔΙΑΣΠΕΙΡ
διαπλοκής,-1,ΔΙΑΠΛΟΚ
διαπλεκόμενα,-1,ΔΙΑΠΛΕΚΟΜΕΝ
διαμαντικό,-1,ΔΙΑΜΑΝΤΙΚ
διακονιά,-1,ΔΙΑΚΟΝΙ
διακαής,-1,ΔΙΑΚΑ
διαισθητικότητα,-1,ΔΙΑΙΣΘΗΤΙΚΟΤΗΤ
διαισθητικός,-1,ΔΙΑΙΣΘΗΤΙΚ
διαίσθηση,-1,ΔΙΑΙΣΘΗΣ
διαισθάνομαι,-1,ΔΙΑΙΣΘΑΝΟΜ
διάβολος,-1,ΔΙΑΒΟΛ
δημαγωγός,-1,ΔΗΜΑΓΩΓ
δεσμώτης,-1,ΔΕΣΜΩΤ
δεκανίκι,-1,ΔΕΚΑΝΙΚ
δειλός,-1,ΔΕΙΛ
δείγμα,-1,ΔΕΙΓΜ
δάυτος,-1,ΔΑΥΤ
γύφτος,-1,ΓΥΦΤ
γυφτιά,-1,ΓΥΦΤΙ
γύφταρος,-1,ΓΥΦΤΑΡ
γυφταριό,-1,ΓΥΦΤΑΡΙ
γυφτάκι,-1,ΓΥΦΤΑΚ
γυροφέρνω,-1,ΓΥΡΟΦΕΡΝ
γυρολόγος,-1,ΓΥΡΟΛΟΓ
γυρίστρα,-1,ΓΥΡΙΣΤΡ
γύμνια,-1,ΓΥΜΝΙ
γυαλάκιας,-1,ΓΥΑΛΑΚΙ
γραφικότητα,-1,ΓΡΑΦΙΚΟΤΗΤ
γραφικός,-1,ΓΡΑΦΙΚ
γραφιάς,-1,ΓΡΑΦΙ
γομάρι,-1,ΓΟΜΑΡ
γλυκερός,-1,ΓΛΥΚΕΡ
γλείφω,-1,ΓΛΕΙΦ
γλείφτρα,-1,ΓΛΕΙΦΤΡ
γλείφτης,-1,ΓΛΕΙΦΤ
γλάστρα,-1,ΓΛΑΣΤΡ
γκρανκάσα,-1,ΓΚΡΑΝΚΑΣ
γκομενιλίκι,-1,ΓΚΟΜΕΝΙΛΙΚ
γκομενάκιας,-1,ΓΚΟΜΕΝΑΚΙ
γκλάβα,-1,ΓΚΛΑΒ
γκιόσα,-1,ΓΚΙΟΣ
γκιαούρης,-1,ΓΚΙΑΟΥΡ
γκεσταπίτης,-1,ΓΚΕΣΤΑΠΙΤ
γκαντέμηδες,-1,ΓΚΑΝΤΕΜΗΔ
γκαμήλα,-1,ΓΚΑΜΗΛ
γκαβώνω,-1,ΓΚΑΒΩΝ
γκαβωμάρα,-1,ΓΚΑΒΩΜΑΡ
γκαβός,-1,ΓΚΑΒ
γκάβακας,-1,ΓΚΑΒΑΚ
γιούφτος,-1,ΓΙΟΥΦΤ
γιουφτάκος,-1,ΓΙΟΥΦΤΑΚ
γιόκας,-1,ΓΙΟΚ
γίδια,-1,ΓΙΔΙ
γιατροσόφι,-1,ΓΙΑΤΡΟΣΟΦ
γιάνκης,-1,ΓΙΑΝΚ
γιαλαντζί,-1,ΓΙΑΛΑΝΤΖ
γηροκομείο,-1,ΓΗΡΟΚΟΜΕΙ
γερουσία,-1,ΓΕΡΟΥΣΙ
γεροτράγος,-1,ΓΕΡΟΤΡΑΓ
γέρος,-1,ΓΕΡ
γεροπαραλυμένος,-1,ΓΕΡΟΠΑΡΑΛΥΜΕΝ
γεροξούρας,-1,ΓΕΡΟΞΟΥΡ
γεροξεκούτης,-1,ΓΕΡΟΞΕΚΟΥΤ
γεροντοκόρος,-1,ΓΕΡΟΝΤΟΚΟΡ
γερομπαμπαλής,-1,ΓΕΡΟΜΠΑΜΠΑΛ
γερμανοτσολιάς,-1,ΓΕΡΜΑΝΟΤΣΟΛΙ
γερασμένο,-1,ΓΕΡΑΣΜΕΝ
γελοίος,-1,ΓΕΛΟΙ
γελοιοποιήθηκαν,-1,ΓΕΛΟΙΟΠΟΙΗΘΗΚ
γατάκι,-1,ΓΑΤΑΚ
γαμώτη,-1,ΓΑΜΩΤ
γαμώ,-1,ΓΑΜ
γαμιόλης,-1,ΓΑΜΙΟΛ
γαμιέται,-1,ΓΑΜΙΕΤ
γαμιέμαι,-1,ΓΑΜΙΕΜ
γαμιάς,-1,ΓΑΜΙ
γαμησιάτικα,-1,ΓΑΜΗΣΙΑΤΙΚ
γαμήσια,-1,ΓΑΜΗΣΙ
γαμήσι,-1,ΓΑΜΗΣ
γαμημένος,-1,ΓΑΜΗΜΕΝ
γαμηθείτε,-1,ΓΑΜΗΘΕΙΤ
γαμάει,-1,ΓΑΜΑ
γαϊδουροκαβαλαρία,-1,ΓΑΪΔΟΥΡΟΚΑΒΑΛΑΡΙ
γάιδαρος,-1,ΓΑΙΔΑΡ
γάβγισμα,-1,ΓΑΒΓΙΣΜ
γαβγίζω,-1,ΓΑΒΓΙΖ
βυζάρες,-1,ΒΥΖΑΡ
βρωμόχερο,-1,ΒΡΩΜΟΧΕΡ
βρωμοποδαράς,-1,ΒΡΩΜΟΠΟΔΑΡ
βρωμόπαιδο,-1,ΒΡΩΜΟΠΑΙΔ
βρωμάει,-1,ΒΡΩΜΑ
βρομόχερο,-1,ΒΡΟΜΟΧΕΡ
βρομόσκυλο,-1,ΒΡΟΜΟΣΚΥΛ
βρομοποδαράς,-1,ΒΡΟΜΟΠΟΔΑΡ
βρομόπαιδο,-1,ΒΡΟΜΟΠΑΙΔ
βρομιές,-1,ΒΡΟΜΙ
βρίζει,-1,ΒΡΙΖ
βουτυρόπαιδο,-1,ΒΟΥΤΥΡΟΠΑΙΔ
βουτυρομπεμπές,-1,ΒΟΥΤΥΡΟΜΠΕΜΠ
βουλιάζουν,-1,ΒΟΥΛΙΑΖ
βουίζω,-1,ΒΟΥΙΖ
βουβάλι,-1,ΒΟΥΒΑΛ
βοϊδάμαξα,-1,ΒΟΪΔΑΜΑΞ
βόθρο,-1,ΒΟΘΡ
βόδι,-1,ΒΟΔ
βλάχος,-1,ΒΛΑΧ
βλαχοδήμαρχος,-1,ΒΛΑΧΟΔΗΜΑΡΧ
βλαχιά,-1,ΒΛΑΧΙ
βλαχάρα,-1,ΒΛΑΧΑΡ
βλαχάκι,-1,ΒΛΑΧΑΚ
βλαμμένος,-1,ΒΛΑΜΜΕΝ
βλακεία,-1,ΒΛΑΚΕΙ
βλάκας,-1,ΒΛΑΚ
βίας,-1,ΒΙ
βία,-1,βία
βδελυγμία,-1,ΒΔΕΛΥΓΜΙ
βαψομαλλιάδες,-1,ΒΑΨΟΜΑΛΛΙΑΔ
βαψομάλλης,-1,ΒΑΨΟΜΑΛΛ
βαρυστομαχιά,-1,ΒΑΡΥΣΤΟΜΑΧΙ
βαρυπενθούσα,-1,ΒΑΡΥΠΕΝΘΟΥΣ
βαρυπενθούν,-1,ΒΑΡΥΠΕΝΘ
βαρύμαγκας,-1,ΒΑΡΥΜΑΓΚ
βάρος,-1,ΒΑΡ
βαριεστημένος,-1,ΒΑΡΙΕΣΤΗΜΕΝ
βαριεστημάρα,-1,ΒΑΡΙΕΣΤΗΜΑΡ
βαριέμαι,-1,ΒΑΡΙΕΜ
βαρετός,-1,ΒΑΡΕΤ
βαρελάκι,-1,ΒΑΡΕΛΑΚ
βαρέλα,-1,ΒΑΡΕΛ
βαραίνω,-1,ΒΑΡΑΙΝ
βαλκάνιος,-1,ΒΑΛΚΑΝΙ
αψιθυμία,-1,ΑΨΙΘΥΜΙ
αχώνευτη,-1,ΑΧΩΝΕΥΤ
αχυράνθρωπος,-1,ΑΧΥΡΑΝΘΡΩΠ
άχριστος,-1,ΑΧΡΙΣΤ
αχρήστων,-1,ΑΧΡΗΣΤ
αχόρταγος,-1,ΑΧΟΡΤΑΓ
αχάριστος,-1,ΑΧΑΡΙΣΤ
αφιονίζω,-1,ΑΦΙΟΝΙΖ
αφιλάνθρωπος,-1,ΑΦΙΛΑΝΘΡΩΠ
αφιλανθρωπία,-1,ΑΦΙΛΑΝΘΡΩΠΙ
αφηνιάζω,-1,ΑΦΗΝΙΑΖ
αφαιρώ,-1,ΑΦΑΙΡ
αυτουργός,-1,ΑΥΤΟΥΡΓ
αυτοϊκανοποιούμαι,-1,ΑΥΤΟΪΚΑΝΟΠΟΙΟΥΜ
αυτοϊκανοποίηση,-1,ΑΥΤΟΪΚΑΝΟΠΟΙΗΣ
αυτοδικώ,-1,ΑΥΤΟΔΙΚ
αυτογελοιοποιήθηκαν,-1,ΑΥΤΟΓΕΛΟΙΟΠΟΙΗΘΗΚ
αυταπάτη,-1,ΑΥΤΑΠΑΤ
αυριανισμός,-1,ΑΥΡΙΑΝΙΣΜ
αυλή,-1,ΑΥΛ
αυθαδόμουτρο,-1,ΑΥΘΑΔΟΜΟΥΤΡ
αυγά,-1,ΑΥΓ
άτρομος,-1,ΑΤΡΟΜ
άτεγκτος,-1,ΑΤΕΓΚΤ
ατάραχος,-1,ΑΤΑΡΑΧ
άσχημος,-1,ΑΣΧΗΜ
άσχετος,-1,ΑΣΧΕΤ
ασφυξία,-1,ΑΣΦΥΞΙ
ασφυκτιώ,-1,ΑΣΦΥΚΤΙ
ασφυκτικός,-1,ΑΣΦΥΚΤΙΚ
ασφαλίτης,-1,ΑΣΦΑΛΙΤ
ασφαλής,-1,ΑΣΦΑΛ
ασύνδετος,-1,ΑΣΥΝΔΕΤ
ασυναίσθητος,-1,ΑΣΥΝΑΙΣΘΗΤ
ασυμμάζευτα,-1,ΑΣΥΜΜΑΖΕΥΤ
άστοργος,-1,ΑΣΤΟΡΓ
αστοιχείωτος,-1,ΑΣΤΟΙΧΕΙΩΤ
άστατος,-1,ΑΣΤΑΤ
αστάθεια,-1,ΑΣΤΑΘΕΙ
ασπρουλιάρης,-1,ΑΣΠΡΟΥΛΙΑΡ
ασπόνδυλος,-1,ΑΣΠΟΝΔΥΛ
άσπονδος,-1,ΑΣΠΟΝΔ
ασκέρι,-1,ΑΣΚΕΡ
άσεμνος,-1,ΑΣΕΜΝ
αρχομανής,-1,ΑΡΧΟΜΑΝ
αρχιψεύτρα,-1,ΑΡΧΙΨΕΥΤΡ
αρχιψεύτης,-1,ΑΡΧΙΨΕΥΤ
αρχιτεμπέλα,-1,ΑΡΧΙΤΕΜΠΕΛ
αρχιμαφιόζος,-1,ΑΡΧΙΜΑΦΙΟΖ
αρχιμασόνος,-1,ΑΡΧΙΜΑΣΟΝ
αρχικλέφτης,-1,ΑΡΧΙΚΛΕΦΤ
αρχικλέφταρος,-1,ΑΡΧΙΚΛΕΦΤΑΡ
αρχίδια,-1,ΑΡΧΙΔΙ
αρχίδι,-1,ΑΡΧΙΔ
αρχαίος,-1,ΑΡΧΑΙ
αρρωστοφαγία,-1,ΑΡΡΩΣΤΟΦΑΓΙ
άρρωστος,-1,ΑΡΡΩΣΤ
αρρωστημένος,-1,ΑΡΡΩΣΤΗΜΕΝ
αρναούτικος,-1,ΑΡΝΑΟΥΤΙΚ
αρναούτης,-1,ΑΡΝΑΟΥΤ
αριστοκράτισσα,-1,ΑΡΙΣΤΟΚΡΑΤΙΣΣ
αριστοκρατία,-1,ΑΡΙΣΤΟΚΡΑΤΙ
αριστοκράτης,-1,ΑΡΙΣΤΟΚΡΑΤ
αρειμάνιος,-1,ΑΡΕΙΜΑΝΙ
αρβύλα,-1,ΑΡΒΥΛ
αρβανίτικος,-1,ΑΡΒΑΝΙΤΙΚ
αρβανίτης,-1,ΑΡΒΑΝΙΤ
αραπιά,-1,ΑΡΑΠΙ
αράπης,-1,ΑΡΑΠ
αράπακλας,-1,ΑΡΑΠΑΚΛ
αραμπάς,-1,ΑΡΑΜΠ
απωθώ,-1,ΑΠΩΘ
απώθηση,-1,ΑΠΩΘΗΣ
απύθμενος,-1,ΑΠΥΘΜΕΝ
απροίκιστος,-1,ΑΠΡΟΙΚΙΣΤ
αποχωρισμός,-1,ΑΠΟΧΩΡΙΣΜ
αποχαιρετισμός,-1,ΑΠΟΧΑΙΡΕΤΙΣΜ
αποφάγια,-1,ΑΠΟΦΑΓΙ
αποτυφλώνω,-1,ΑΠΟΤΥΦΛΩΝ
αποτροπιασμός,-1,ΑΠΟΤΡΟΠΙΑΣΜ
αποστροφή,-1,ΑΠΟΣΤΡΟΦ
αποστρέφομαι,-1,ΑΠΟΣΤΡΕΦΟΜ
αποστέρηση,-1,ΑΠΟΣΤΕΡΗΣ
αποστασιοποιούμαι,-1,ΑΠΟΣΤΑΣΙΟΠΟΙΟΥΜ
αποσταθεροποίησης,-1,ΑΠΟΣΤΑΘΕΡΟΠΟΙΗΣ
απόσκατα,-1,ΑΠΟΣΚΑΤ
άπονος,-1,ΑΠΟΝ
απονάρκωση,-1,ΑΠΟΝΑΡΚΩΣ
απολειφάδι,-1,ΑΠΟΛΕΙΦΑΔ
αποζητώ,-1,ΑΠΟΖΗΤ
αποδοκιμασία,-1,ΑΠΟΔΟΚΙΜΑΣΙ
απογοήτευση,-1,ΑΠΟΓΟΗΤΕΥΣ
απήδηχτος,-1,ΑΠΗΔΗΧΤ
απέχθεια,-1,ΑΠΕΧΘΕΙ
απελπισμένος,-1,ΑΠΕΛΠΙΣΜΕΝ
απελπισία,-1,ΑΠΕΛΠΙΣΙ
απατεώνας,-1,ΑΠΑΤΕΩΝ
απάτες,-1,ΑΠΑΤ
απάνθρωπος,-1,ΑΠΑΝΘΡΩΠ
απανθρωποποίηση,-1,ΑΠΑΝΘΡΩΠΟΠΟΙΗΣ
απανθρωπιά,-1,ΑΠΑΝΘΡΩΠΙ
απαίσιος,-1,ΑΠΑΙΣΙ
αόριστος,-1,ΑΟΡΙΣΤ
ανώριμος,-1,ΑΝΩΡΙΜ
ανύπαρκτος,-1,ΑΝΥΠΑΡΚΤ
αντίχριστος,-1,ΑΝΤΙΧΡΙΣΤ
αντιστέκομαι,-1,ΑΝΤΙΣΤΕΚΟΜ
αντισημιτικός,-1,ΑΝΤΙΣΗΜΙΤΙΚ
αντισημίτης,-1,ΑΝΤΙΣΗΜΙΤ
αντιπάθεια,-1,ΑΝΤΙΠΑΘΕΙ
αντιλαϊκών,-1,ΑΝΤΙΛΑΪΚ
αντιδραστικοί,-1,ΑΝΤΙΔΡΑΣΤΙΚ
αντιδημοκρατικός,-1,ΑΝΤΙΔΗΜΟΚΡΑΤΙΚ
αντιγραφέας,-1,ΑΝΤΙΓΡΑΦΕ
αντιαμερικανικός,-1,ΑΝΤΙΑΜΕΡΙΚΑΝΙΚ
άντες,-1,ΑΝΤ
άνοστος,-1,ΑΝΟΣΤ
άνοια,-1,ΑΝΟΙ
ανόητος,-1,ΑΝΟΗΤ
ανιστόρητου,-1,ΑΝΙΣΤΟΡΗΤ
ανίκανους,-1,ΑΝΙΚΑΝ
ανικανότητα,-1,ΑΝΙΚΑΝΟΤΗΤ
